address,type,price,details,url
"572 S Lodge Ln, Lombard, IL 60148",SingleFamilyResidence,"$2,065/mo","3 bds1 ba1,032 sqft- House for rent",https://www.zillow.com/homedetails/572-S-Lodge-Ln-Lombard-IL-60148/4472839_zpid/
"1540 Ashland Ave #2, River Forest, IL 60305",SingleFamilyResidence,"$1,450/mo",2 bds1 ba850 sqft- Apartment for rent,https://www.zillow.com/homedetails/1540-Ashland-Ave-2-River-Forest-IL-60305/2073749854_zpid/
"4128 W Wilcox St, Chicago, IL", 3 bds,"$1,700+ 3 bds", 3 bds,https://www.zillow.com/homedetails/4128-W-Wilcox-St-Chicago-IL
"450 Metropolitan St, Aurora, IL 60502",SingleFamilyResidence,"$1,695/mo","2 bds1.5 ba1,163 sqft- House for rent",https://www.zillow.com/homedetails/450-Metropolitan-St-Aurora-IL-60502/69071015_zpid/
"5046 W Diversey Ave #2n, Chicago, IL 60641",SingleFamilyResidence,$850/mo,1 bd1 ba600 sqft- Apartment for rent,https://www.zillow.com/homedetails/5046-W-Diversey-Ave-2N-Chicago-IL-60641/2077581506_zpid/
"6555 W North Avenue - 202 | 6555 W North Ave, Oak Park, IL", 2 bds,"$2,325+ 2 bds", 2 bds,https://www.zillow.com/homedetails/6555-W-North-Avenue---202---6555-W-North-Ave-Oak-Park-IL
"5202 W Henderson St, Chicago, IL 60641",SingleFamilyResidence,$900/mo,1 bd1 ba560 sqft- Apartment for rent,https://www.zillow.com/homedetails/5202-W-Henderson-St-Chicago-IL-60641/2099920987_zpid/
"3149 W Fulton St #1, Chicago, IL 60612",SingleFamilyResidence,"$1,185/mo",1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3149-W-Fulton-St-1-Chicago-IL-60612/2077420465_zpid/
"319 N Princeton Ave Apt 2, Villa Park, IL 60181",SingleFamilyResidence,$990/mo,2 bds1 ba600 sqft- Apartment for rent,https://www.zillow.com/homedetails/319-N-Princeton-Ave-APT-2-Villa-Park-IL-60181/2081028129_zpid/
"745 S Mckinley Ave Apt 2n, Arlington Heights, IL 60005",SingleFamilyResidence,"$1,425/mo","2 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/745-S-Mckinley-Ave-APT-2N-Arlington-Heights-IL-60005/2092424993_zpid/
"2148-50 N. Central Park Ave. | 2148-50 N Central Park Ave, Chicago, IL", 2 bds,"$1,425+ 2 bds", 2 bds,https://www.zillow.com/homedetails/2148-50-N.-Central-Park-Ave.---2148-50-N-Central-Park-Ave-Chicago-IL
"3417 W Drummond Pl Apt 3a, Chicago, IL 60647",SingleFamilyResidence,"$1,650/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/3417-W-Drummond-Pl-APT-3A-Chicago-IL-60647/2125853308_zpid/
"3518 N Hamlin Ave #3, Chicago, IL 60618",SingleFamilyResidence,"$1,400/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/3518-N-Hamlin-Ave-3-Chicago-IL-60618/80835995_zpid/
"735 Considine Rd, Geneva, IL 60134",SingleFamilyResidence,"$2,695/mo","3 bds2 ba1,808 sqft- House for rent",https://www.zillow.com/homedetails/735-Considine-Rd-Geneva-IL-60134/4674599_zpid/
"(Undisclosed Address), Chicago, IL 60639",SingleFamilyResidence,"$2,500/mo","3 bds2.5 ba1,462 sqft- House for rent",https://www.zillow.com/homedetails/Chicago-IL-60639/3674596_zpid/
"2801 N Central Park Ave #2807-2, Chicago, IL 60618",SingleFamilyResidence,"$1,200/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2801-N-Central-Park-Ave-2807-2-Chicago-IL-60618/2073925549_zpid/
"106 S Ridgeland Ave Apt 305, Oak Park, IL 60302",SingleFamilyResidence,"$2,390/mo","2 bds2 ba1,305 sqft- Apartment for rent",https://www.zillow.com/homedetails/106-S-Ridgeland-Ave-APT-305-Oak-Park-IL-60302/80856580_zpid/
"459 South Blvd, Oak Park, IL 60302",SingleFamilyResidence,"$1,125/mo",1 bd1 ba700 sqft- Apartment for rent,https://www.zillow.com/homedetails/459-South-Blvd-Oak-Park-IL-60302/2119829482_zpid/
"708 W Roosevelt Rd, Wheaton, IL 60187",SingleFamilyResidence,"$1,125/mo",1 bd1 ba600 sqft- Apartment for rent,https://www.zillow.com/homedetails/708-W-Roosevelt-Rd-Wheaton-IL-60187/2074021311_zpid/
"3908 N Central Ave, Chicago, IL", 1 bd,$975+ 1 bd, 1 bd,https://www.zillow.com/homedetails/3908-N-Central-Ave-Chicago-IL
"2815 N Avers Ave, Chicago, IL", 2 bds,"$1,500 2 bds", 2 bds,https://www.zillow.com/homedetails/2815-N-Avers-Ave-Chicago-IL
"4018 N Lawler Ave, Chicago, IL 60641",SingleFamilyResidence,"$3,500/mo","4 bds1.5 ba3,134 sqft- House for rent",https://www.zillow.com/homedetails/4018-N-Lawler-Ave-Chicago-IL-60641/3650136_zpid/
"3042 N Christiana Ave Apt 3, Chicago, IL 60618",SingleFamilyResidence,"$1,650/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/3042-N-Christiana-Ave-APT-3-Chicago-IL-60618/62008169_zpid/
"221 Washington Blvd #1n, Oak Park, IL 60302",SingleFamilyResidence,"$1,100/mo",1 bd1 ba950 sqft- Apartment for rent,https://www.zillow.com/homedetails/221-Washington-Blvd-1N-Oak-Park-IL-60302/2074258739_zpid/
"4848 W Wrightwood Ave, Chicago, IL", 1 bd,"$1,000+ 1 bd", 1 bd,https://www.zillow.com/homedetails/4848-W-Wrightwood-Ave-Chicago-IL
"257 S Harrison St, Geneva, IL 60134",SingleFamilyResidence,"$1,695/mo","2 bds2 ba1,165 sqft- Apartment for rent",https://www.zillow.com/homedetails/257-S-Harrison-St-Geneva-IL-60134/4673308_zpid/
"4409 W Adams St #3w, Chicago, IL 60624",SingleFamilyResidence,"$1,400/mo","5 bds1 ba1,400 sqft- Apartment for rent",https://www.zillow.com/homedetails/4409-W-Adams-St-3W-Chicago-IL-60624/2074319402_zpid/
"4901 Belmont Rd, Downers Grove, IL", 1 bd,"$1,100 1 bd", 1 bd,https://www.zillow.com/homedetails/4901-Belmont-Rd-Downers-Grove-IL
"228 N Oak Park Ave Apt 1l, Oak Park, IL 60302",SingleFamilyResidence,"$1,450/mo",1 bd1 ba912 sqft- Apartment for rent,https://www.zillow.com/homedetails/228-N-Oak-Park-Ave-APT-1L-Oak-Park-IL-60302/3804327_zpid/
"3320 N Leclaire Ave #3, Chicago, IL 60641",SingleFamilyResidence,"$1,795/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3320-N-Leclaire-Ave-3-Chicago-IL-60641/2074362465_zpid/
"910 W Saint James St Unit 2w, Arlington Heights, IL 60005",SingleFamilyResidence,"$1,350/mo",2 bds1 ba966 sqft- Condo for rent,https://www.zillow.com/homedetails/910-W-Saint-James-St-UNIT-2W-Arlington-Heights-IL-60005/3319602_zpid/
"4215 W Roscoe St #2, Chicago, IL 60641",SingleFamilyResidence,"$1,300/mo",2 bds1 ba872 sqft- Apartment for rent,https://www.zillow.com/homedetails/4215-W-Roscoe-St-2-Chicago-IL-60641/2074483893_zpid/
"4136 N Keystone Ave Apt 2ne, Chicago, IL 60641",SingleFamilyResidence,"$1,099/mo",1 bd1 ba600 sqft- Condo for rent,https://www.zillow.com/homedetails/4136-N-Keystone-Ave-APT-2NE-Chicago-IL-60641/80847028_zpid/
"3412 N Kildare Ave #1, Chicago, IL 60641",SingleFamilyResidence,"$1,250/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3412-N-Kildare-Ave-1-Chicago-IL-60641/2080067173_zpid/
"3144 N Ridgeway Ave #1, Chicago, IL 60618",SingleFamilyResidence,"$1,400/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/3144-N-Ridgeway-Ave-1-Chicago-IL-60618/2074534671_zpid/
"2228 N Sawyer Ave, Chicago, IL", 1 bd,"$2,100 1 bd", 1 bd,https://www.zillow.com/homedetails/2228-N-Sawyer-Ave-Chicago-IL
"4835 Belmont Rd Apt 5, Downers Grove, IL 60515",SingleFamilyResidence,"$1,075/mo",1 bd1 ba675 sqft- Apartment for rent,https://www.zillow.com/homedetails/4835-Belmont-Rd-APT-5-Downers-Grove-IL-60515/2097301503_zpid/
"1916 N Keystone Ave, Chicago, IL 60639",SingleFamilyResidence,"$1,400/mo","2 bds1 ba5,000 sqft- Townhouse for rent",https://www.zillow.com/homedetails/1916-N-Keystone-Ave-Chicago-IL-60639/2105179153_zpid/
"5019 W Sunnyside Ave #1, Chicago, IL 60630",SingleFamilyResidence,"$1,400/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/5019-W-Sunnyside-Ave-1-Chicago-IL-60630/2074549740_zpid/
"598 Pershing Ave #b, Glen Ellyn, IL 60137",SingleFamilyResidence,"$1,050/mo",1 bd1 ba700 sqft- Apartment for rent,https://www.zillow.com/homedetails/598-Pershing-Ave-B-Glen-Ellyn-IL-60137/2075103171_zpid/
"2564 Golf Ridge Cir #2564, Naperville, IL 60563",SingleFamilyResidence,"$1,625/mo","2 bds2.5 ba1,450 sqft- Townhouse for rent",https://www.zillow.com/homedetails/2564-Golf-Ridge-Cir-2564-Naperville-IL-60563/2075113155_zpid/
"4254 W Le Moyne St #2, Chicago, IL 60651",SingleFamilyResidence,"$1,300/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/4254-W-Le-Moyne-St-2-Chicago-IL-60651/2077347803_zpid/
"2621 N Ridgeway Ave #3n, Chicago, IL 60647",SingleFamilyResidence,"$1,550/mo","3 bds1 ba1,400 sqft- Apartment for rent",https://www.zillow.com/homedetails/2621-N-Ridgeway-Ave-3N-Chicago-IL-60647/2075129511_zpid/
"2776 N Milwaukee Ave #302, Chicago, IL 60647",SingleFamilyResidence,"$1,995/mo","2 bds2 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/2776-N-Milwaukee-Ave-302-Chicago-IL-60647/2088107798_zpid/
"5133 W Montrose Ave #g, Chicago, IL 60641",SingleFamilyResidence,$975/mo,1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/5133-W-Montrose-Ave-G-Chicago-IL-60641/2075137861_zpid/
"(Undisclosed Address), Oak Park, IL 60301",SingleFamilyResidence,"$1,893/mo",2 bds2 ba910 sqft- Apartment for rent,https://www.zillow.com/homedetails/Oak-Park-IL-60301/2075144184_zpid/
"116-136 N Oak Park Ave, Oak Park, IL", 1 bd,"$1,195 1 bd", 1 bd,https://www.zillow.com/homedetails/116-136-N-Oak-Park-Ave-Oak-Park-IL
"2842 N Avers Ave #2, Chicago, IL 60618",SingleFamilyResidence,"$1,695/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2842-N-Avers-Ave-2-Chicago-IL-60618/2075155741_zpid/
"1 S Highland Ave Unit 704, Arlington Heights, IL 60005",SingleFamilyResidence,"$1,850/mo","1 bd1 ba1,100 sqft- Condo for rent",https://www.zillow.com/homedetails/1-S-Highland-Ave-UNIT-704-Arlington-Heights-IL-60005/62005435_zpid/
"3400 W Barry Ave, Chicago, IL", 1 bd,"$1,100 1 bd", 1 bd,https://www.zillow.com/homedetails/3400-W-Barry-Ave-Chicago-IL
"424 S Euclid Ave #g, Oak Park, IL 60302",SingleFamilyResidence,"$1,500/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/424-S-Euclid-Ave-G-Oak-Park-IL-60302/2075385561_zpid/
"2620 N New England Ave #2, Elmwood Park, IL 60707",SingleFamilyResidence,"$1,300/mo","2 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/2620-N-New-England-Ave-2-Elmwood-Park-IL-60707/2076809398_zpid/
"2831 N 74th Ave #2, Elmwood Park, IL 60707",SingleFamilyResidence,"$1,350/mo",2 bds1 ba900 sqft- Apartment for rent,https://www.zillow.com/homedetails/2831-N-74th-Ave-2-Elmwood-Park-IL-60707/2079111405_zpid/
"210 N Kenneth Ave #1e, Chicago, IL 60624",SingleFamilyResidence,"$1,300/mo","2 bds1 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/210-N-Kenneth-Ave-1E-Chicago-IL-60624/2075167318_zpid/
"5200 W Schubert Ave #3, Chicago, IL 60639",SingleFamilyResidence,"$1,175/mo","1 bd1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/5200-W-Schubert-Ave-3-Chicago-IL-60639/89898882_zpid/
"3652 W Augusta Blvd, Chicago, IL 60651",SingleFamilyResidence,"$1,198/mo",2 bds1 ba-- sqft- Townhouse for rent,https://www.zillow.com/homedetails/3652-W-Augusta-Blvd-Chicago-IL-60651/2083512837_zpid/
"3737 W Cornelia Ave #1, Chicago, IL 60618",SingleFamilyResidence,"$1,100/mo","1 bd1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/3737-W-Cornelia-Ave-1-Chicago-IL-60618/2084049737_zpid/
"1943 N La Crosse Ave Apt 2, Chicago, IL 60639",SingleFamilyResidence,"$1,300/mo","2 bds1 ba1,500 sqft- Apartment for rent",https://www.zillow.com/homedetails/1943-N-La-Crosse-Ave-APT-2-Chicago-IL-60639/2081213113_zpid/
"4950 W Newport Ave #2e, Chicago, IL 60641",SingleFamilyResidence,"$1,400/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/4950-W-Newport-Ave-2E-Chicago-IL-60641/87722233_zpid/
"108 Clinton Ave #1, Oak Park, IL 60302",SingleFamilyResidence,"$1,795/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/108-Clinton-Ave-1-Oak-Park-IL-60302/2103101669_zpid/
"2646 N Sawyer Ave, Chicago, IL 60647",SingleFamilyResidence,"$1,700/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2646-N-Sawyer-Ave-Chicago-IL-60647/2075220614_zpid/
"4519 W Gladys Ave #2, Chicago, IL 60624",SingleFamilyResidence,"$1,198/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/4519-W-Gladys-Ave-2-Chicago-IL-60624/2075223546_zpid/
"4342 Linscott Ave Apt 9, Downers Grove, IL 60515",SingleFamilyResidence,"$1,395/mo",2 bds1 ba900 sqft- Apartment for rent,https://www.zillow.com/homedetails/4342-Linscott-Ave-APT-9-Downers-Grove-IL-60515/2089365511_zpid/
"0S 540,610, 620 Old York Road | 0S-540 610 620 Old York Rd, Elmhurst, IL", 1 bd,"$1,195 1 bd", 1 bd,https://www.zillow.com/homedetails/0S-540610-620-Old-York-Road---0S-540-610-620-Old-York-Rd-Elmhurst-IL
"800 Ogden Ave #5, Downers Grove, IL 60515",SingleFamilyResidence,"$1,145/mo",1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/800-Ogden-Ave-5-Downers-Grove-IL-60515/2087723145_zpid/
"120 N Kilpatrick Ave #1, Chicago, IL 60644",SingleFamilyResidence,"$1,088/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/120-N-Kilpatrick-Ave-1-Chicago-IL-60644/2075276980_zpid/
"3826 N Harlem Ave, Chicago, IL 60634",SingleFamilyResidence,"$1,300/mo","2 bds1 ba1,000 sqft- House for rent",https://www.zillow.com/homedetails/3826-N-Harlem-Ave-Chicago-IL-60634/2075310008_zpid/
"3403 W North Ave #2, Chicago, IL 60651",SingleFamilyResidence,"$1,100/mo","2 bds2 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/3403-W-North-Ave-2-Chicago-IL-60651/2075312042_zpid/
"3718 W Fullerton Ave #1714, Chicago, IL 60647",SingleFamilyResidence,"$1,249/mo",1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3718-W-Fullerton-Ave-1714-Chicago-IL-60647/2075312458_zpid/
"3541 N Lawndale Ave #2, Chicago, IL 60618",SingleFamilyResidence,"$1,675/mo",2 bds1 ba900 sqft- Apartment for rent,https://www.zillow.com/homedetails/3541-N-Lawndale-Ave-2-Chicago-IL-60618/2085060864_zpid/
"2507 N Kimball Ave #2, Chicago, IL 60647",SingleFamilyResidence,"$2,150/mo","2 bds1 ba1,250 sqft- Apartment for rent",https://www.zillow.com/homedetails/2507-N-Kimball-Ave-2-Chicago-IL-60647/2075315404_zpid/
"3513 N Kolmar Ave, Chicago, IL 60641",SingleFamilyResidence,"$3,400/mo","4 bds2 ba2,250 sqft- House for rent",https://www.zillow.com/homedetails/3513-N-Kolmar-Ave-Chicago-IL-60641/3665751_zpid/
"2547 N 72nd Ct Apt 2, Elmwood Park, IL 60707",SingleFamilyResidence,"$1,950/mo","3 bds2 ba1,300 sqft- Apartment for rent",https://www.zillow.com/homedetails/2547-N-72nd-Ct-APT-2-Elmwood-Park-IL-60707/2075319768_zpid/
"2420 N Kedzie Blvd #521, Chicago, IL 60647",SingleFamilyResidence,"$1,250/mo",Studio1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2420-N-Kedzie-Blvd-521-Chicago-IL-60647/2075904345_zpid/
"5225 W Montrose Ave, Chicago, IL 60641",SingleFamilyResidence,"$1,450/mo","3 bds1 ba1,300 sqft- Apartment for rent",https://www.zillow.com/homedetails/5225-W-Montrose-Ave-Chicago-IL-60641/2084792362_zpid/
"4848 W Augusta Blvd E #2-2w, Chicago, IL 60651",SingleFamilyResidence,"$1,350/mo",3 bds1 ba900 sqft- Apartment for rent,https://www.zillow.com/homedetails/4848-W-Augusta-Blvd-E-2-2W-Chicago-IL-60651/2075328952_zpid/
"15w170 Fillmore St, Elmhurst, IL 60126",SingleFamilyResidence,"$2,450/mo","3 bds3 ba2,253 sqft- House for rent",https://www.zillow.com/homedetails/15W170-Fillmore-St-Elmhurst-IL-60126/4481190_zpid/
"1223 N Lamon Ave #1, Chicago, IL 60651",SingleFamilyResidence,$980/mo,2 bds1 ba850 sqft- Apartment for rent,https://www.zillow.com/homedetails/1223-N-Lamon-Ave-1-Chicago-IL-60651/2075685113_zpid/
"3131 W Logan Blvd Apt 3b, Chicago, IL 60647",SingleFamilyResidence,"$2,300/mo",2 bds2 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3131-W-Logan-Blvd-APT-3B-Chicago-IL-60647/80819440_zpid/
"4300 N Kamerling Ave #4, Chicago, IL 60651",SingleFamilyResidence,"$2,100/mo",4 bds2 ba850 sqft- Apartment for rent,https://www.zillow.com/homedetails/4300-N-Kamerling-Ave-4-Chicago-IL-60651/2075335572_zpid/
"4826 W Roscoe St #2, Chicago, IL 60641",SingleFamilyResidence,"$1,500/mo","2 bds1 ba1,250 sqft- Apartment for rent",https://www.zillow.com/homedetails/4826-W-Roscoe-St-2-Chicago-IL-60641/2075345708_zpid/
"2605 N Sawyer Ave Apt 3, Chicago, IL 60647",SingleFamilyResidence,"$2,100/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2605-N-Sawyer-Ave-APT-3-Chicago-IL-60647/2102970508_zpid/
"1493 Georgia Ct #202, Naperville, IL 60540",SingleFamilyResidence,"$1,400/mo","2 bds2 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/1493-Georgia-Ct-202-Naperville-IL-60540/2075348816_zpid/
"511 N Taylor Ave #1r, Oak Park, IL 60302",SingleFamilyResidence,"$1,175/mo",1 bd1 ba600 sqft- Apartment for rent,https://www.zillow.com/homedetails/511-N-Taylor-Ave-1R-Oak-Park-IL-60302/2075348817_zpid/
"3423 W Drummond Pl Apt 2a, Chicago, IL 60647",SingleFamilyResidence,"$1,250/mo",1 bd1 ba750 sqft- Apartment for rent,https://www.zillow.com/homedetails/3423-W-Drummond-Pl-APT-2A-Chicago-IL-60647/2081099028_zpid/
"1205 E Roosevelt Rd Apt 5, Wheaton, IL 60187",SingleFamilyResidence,"$1,150/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/1205-E-Roosevelt-Rd-APT-5-Wheaton-IL-60187/2075666303_zpid/
"1253 N Central Ave #2, Chicago, IL 60651",SingleFamilyResidence,"$1,550/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/1253-N-Central-Ave-2-Chicago-IL-60651/2075658331_zpid/
"7037 W Irving Park Rd #2a, Chicago, IL 60634",SingleFamilyResidence,"$1,300/mo","2 bds1 ba1,150 sqft- Apartment for rent",https://www.zillow.com/homedetails/7037-W-Irving-Park-Rd-2A-Chicago-IL-60634/2076647332_zpid/
"1057 N Springfield Ave #3, Chicago, IL 60651",SingleFamilyResidence,"$1,200/mo","3 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/1057-N-Springfield-Ave-3-Chicago-IL-60651/2125855512_zpid/
"5008 W Division St #1, Chicago, IL 60651",SingleFamilyResidence,"$1,600/mo","3 bds1 ba1,250 sqft- Apartment for rent",https://www.zillow.com/homedetails/5008-W-Division-St-1-Chicago-IL-60651/2080418630_zpid/
"633 N Humphrey Ave #1, Oak Park, IL 60302",SingleFamilyResidence,"$2,100/mo",4 bds2 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/633-N-Humphrey-Ave-1-Oak-Park-IL-60302/2101506953_zpid/
"1505 N Spaulding Ave Apt 1, Chicago, IL 60651",SingleFamilyResidence,"$1,200/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/1505-N-Spaulding-Ave-APT-1-Chicago-IL-60651/2075684246_zpid/
"3150 N Linder Ave #2, Chicago, IL 60641",SingleFamilyResidence,$750/mo,#REF!,https://www.zillow.com/homedetails/3150-N-Linder-Ave-2-Chicago-IL-60641/2096317607_zpid/
"3916 N Lowell Ave #2, Chicago, IL 60641",SingleFamilyResidence,"$2,100/mo",2 bds2 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3916-N-Lowell-Ave-2-Chicago-IL-60641/2097399100_zpid/
"813 N Forest Ave Apt 1, Oak Park, IL 60302",SingleFamilyResidence,"$2,250/mo","2 bds1 ba1,200 sqft- Townhouse for rent",https://www.zillow.com/homedetails/813-N-Forest-Ave-APT-1-Oak-Park-IL-60302/2078545087_zpid/
"2701 N Saint Louis Ave Apt 3a, Chicago, IL 60647",SingleFamilyResidence,"$1,950/mo","2 bds2 ba1,365 sqft- Apartment for rent",https://www.zillow.com/homedetails/2701-N-Saint-Louis-Ave-APT-3A-Chicago-IL-60647/2088069577_zpid/
"3018 N Haussen Ct Apt 2, Chicago, IL 60618",SingleFamilyResidence,"$1,195/mo",2 bds1 ba-- sqft- Condo for rent,https://www.zillow.com/homedetails/3018-N-Haussen-Ct-APT-2-Chicago-IL-60618/2097574605_zpid/
"500 S Main St, Lombard, IL 60148",SingleFamilyResidence,"$2,265/mo","3 bds1.5 ba1,572 sqft- House for rent",https://www.zillow.com/homedetails/500-S-Main-St-Lombard-IL-60148/120938051_zpid/
"2207 N Nagle Ave #2, Chicago, IL 60707",SingleFamilyResidence,$985/mo,1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2207-N-Nagle-Ave-2-Chicago-IL-60707/2091918522_zpid/
"4846 W Wrightwood Ave #c2, Chicago, IL 60639",SingleFamilyResidence,$900/mo,1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/4846-W-Wrightwood-Ave-C2-Chicago-IL-60639/2076637464_zpid/
"404 N Marion St Apt 2, Oak Park, IL 60302",SingleFamilyResidence,"$1,995/mo","2 bds1 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/404-N-Marion-St-APT-2-Oak-Park-IL-60302/2098097242_zpid/
"3110 N Milwaukee Ave Apt 2e, Chicago, IL 60618",SingleFamilyResidence,"$1,510/mo",2 bds1 ba783 sqft- Apartment for rent,https://www.zillow.com/homedetails/3110-N-Milwaukee-Ave-APT-2E-Chicago-IL-60618/2112056720_zpid/
"1857 N Kedzie Ave Apt 2, Chicago, IL 60647",SingleFamilyResidence,"$1,400/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/1857-N-Kedzie-Ave-APT-2-Chicago-IL-60647/2078513347_zpid/
"3714 W Ferdinand St #g, Chicago, IL 60624",SingleFamilyResidence,$800/mo,"2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/3714-W-Ferdinand-St-G-Chicago-IL-60624/2075376823_zpid/
"3061 W Logan Blvd #1826, Chicago, IL 60647",SingleFamilyResidence,"$3,295/mo",2 bds2 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3061-W-Logan-Blvd-1826-Chicago-IL-60647/2076647725_zpid/
"2814 N Troy St #521, Chicago, IL 60618",SingleFamilyResidence,"$1,595/mo",1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2814-N-Troy-St-521-Chicago-IL-60618/2076647649_zpid/
"2251 N Kostner Ave Floor 2, Chicago, IL 60639",SingleFamilyResidence,"$1,200/mo","2 bds1 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/2251-N-Kostner-Ave-FLOOR-2-Chicago-IL-60639/2077423239_zpid/
"3825 N Drake Ave, Chicago, IL", 2 bds,"$1,500+ 2 bds", 2 bds,https://www.zillow.com/homedetails/3825-N-Drake-Ave-Chicago-IL
"318 N Laramie Ave Apt 1, Chicago, IL 60644",SingleFamilyResidence,"$1,455/mo","3 bds1 ba1,479 sqft- Apartment for rent",https://www.zillow.com/homedetails/318-N-Laramie-Ave-APT-1-Chicago-IL-60644/2104988965_zpid/
